Tweet,Message/tweets,Match,Polarity
264, MevlutCavusoglu Held 4th teleconference meeting wcounterparts from Canada Australia Brazil France Germany Indonesia Moro,,Neutral
265,DIORJlMlN I mean Ive already been looking into moving to Canada when Im older so I obviously love living in the US,love,Positive
266, bobbyhristova Peoples spirits are wilting as COVID19 transforms daily life but jennlagrassa reports on how one family from Smithvi,,Neutral
267,Prime Minister Trudeau Ban Huawei from Canadas 5G telecom networks Stop Telus Bell and others from partnership ,,Neutral
268,Jusqu 30 000 respirateurs vont tre fabriqus au Canada grce  des ententes avec des compagnies dici dont CAE ,,Neutral
269, MexicoInstitute US luzmadelamora says Mexico is working with the US and Canada to establish rules of procedure for the rapid labor r,rapid,Positive
270, AmelieAGagnon New additions to the policy response of the education sector to the COVID situation Canada Colombia Croatia Fiji I,,Neutral
271, razakdawood I want everyone to be a little patient that in the coming days a policy will be announced on this subjectIn designing t,patient,Positive
272, danielkemp6 WHAT HAPPENED IN VIENNA JACKDo you want the Scotch with or without ice Shaun and how would you like meA former ,like,Positive
273, CBCSaskatoon Saskatoon brewery CEO suggests changes to COVID19 business benefits ,benefits,Positive
274, amariateguinof Una persona q le gusta EEUU quiere vivir en EEUUUna persona q le gusta Canad quiere vivir en CanadUna persona q,,Neutral
275, seriousfunnyguy You can take an Indian lady away from India but you can not take India out of an Indian ladySaree challenge at t,,Neutral
276, K2Lawman One thing this pandemic highlights is more an aspiration than a reality  I honour the decision of many Indigenous Peoples,aspiration,Positive
277, BergFulton This This is my biggest fear The border to Canada is closed The border to Mexico is closed No money and no insurance me,fear,Negative
278, TinocoGRogelio Canada JustinTrudeau En tiempos difciles por COVID19 apoyo para cuidar empleos de los canadienses pagar las cu,,Neutral
279, kbssidhu1961 BREAKING NEWS Amritsar Airport USA and Canadian Nationals EvacuatedUSA and Canada today ran special flights from Amr,,Neutral
280, SpencerFernando In Late January Trudeau Said Canada Was Very Well Prepared For Coronavirus So Why Do We Have A Massive Shortage Of,,Neutral
281, SheedahXII Nigerians in Canada please if you want to or know anyone that wants to change Canadian dollars to naira Im selling for 280,,Neutral
282,Plagues amp Pandemics people in BC tend to be healthier   exercising more and eating less processed food tha ,,Neutral
283, truebluecanadi1 Its just so awful that President Trump puts the USA first  We would never want a Canadian Prime Minister who put his,awful,Negative
284,HuaweiCanada Michael and Michael have no problem maintaining physical distance from Canad ,problem,Negative
285, CaulfieldTim This is misinformation on steroids The Canadian who took on GwynethPaltrow is debunking coronavirus myths ,,Neutral
286, HoCStaffer CERBWontHelpMe is trending in Canada I must say it takes real talent to launch a program of unchecked billions in spen,talent,Positive
287, HaltonPolice The number of COVID19 cases in Canada is doubling every three daysEveryThree DaysThe vast majority of our comm,,Neutral
288,richardgoatcher In Canada we seem to have unanimously adopted the belief that public service can only increase reg ,,Neutral
289, martinmacmahon JUST IN Prime Minister Justin Trudeau unveiling plan for mass production of madeinCanada ventilators Talks of domes,,Neutral
290,No somos Suiza pero tampoco Canad Like si lloraste ,,Neutral
291, PANERSHIP ANNOUNCEMENT Introducing FIELD TRIP Art Across Canadaa new online platform that will deliver ar ,,Neutral
292,yqr SK COVID19 lockdowneffect coronavirus Canada I dont understand families all shopping together right now ,right,Positive
293, CanRevAgency Applications to the Canada Emergency Response Benefit are now open If you were born in January February or March time,,Neutral
294, pixaronward Two brothers one epic journey PixarOnward is now streaming on DisneyPlus in the US and Canada ,,Neutral
295, CTVNews Canadas Chief Public Health Officer Dr Theresa Tam was asked why it took so long for the government to advise that the publi,,Neutral
296,canadaaki  ,,Neutral
297, LucyVagasi Canada has gotten so bad I am starting to think about escape routes Do u people out there think I am over reacting Hones,bad,Negative
298,The difference is crazy usa america news,crazy,Negative
299, LeslynLewis The Government needs every available resource for testing amp equipment to get Canadians back to work With a deficit amp a 50,"available,work",Positive
300, tamarataggart I needed this today Kids are resilient They just dont learn in classrooms they learn all the time globeandmail,resilient,Positive
301, PalmerReport Megyn Kelly is attacking Don Lemons professionalism Did she forget we have tape of all the stupid shit shes said on th,"shit,stupid",Negative
302,BBC News  Maeve Kennedy McKeans body is recovered after canoe search Is there a family m ,,Neutral
303, RCSports La Suisse sintresse  Charles Hudon ,,Neutral
304, NarcityCanada Canadian kids are spreading information in creative ways   canada canadian news,creative,Positive
305,Check out this heartwarming story SD62 WereAllInThisTogether ,heartwarming,Positive
306, MartaMHigueras 6 Caada RealGarantizar la correcta coordinacin Villa de Vallecas Viclvaro y RivasAlDia con la ComunidadMadri,,Neutral
307, JustinTrudeau Nos travailleurs de la sant ont besoin de matriel pour assurer leur scurit nous soigner et limiter la propagation d,,Neutral
308, gcfiddler With one confirmed case of Covid19 in Eabametoong First Nation today I am issuing an urgent request to Ontario amp Canada to,urgent,Negative
309,EnactusCanada EnactusAlumniChat  Ive led partnerships in Canada focused on addressing youth food insecurities ,led,Positive
310,RongLEcaWe can appreciate how frustrating this is We are working hard to meet your urgent needs while ensuring t ,"appreciate,frustrating,hard,urgent",Negative
311, COVID19ES Reporte Coronavirus en Amrica368434Estados Unidos 1100316667Canad 33912239Brasil 5664815Chile ,,Neutral
312,JackSepticEye hopefromhome is now first in canada,,Neutral
313, DianeMariePosts So CBCs The National can air the PM of New Zealands exchange with questioning children but not the PM of Canadas i,,Neutral
314, CPHOCanada FluWatchers normally track the flu Lets try to track COVID19 Join Canadas team of volunteer FluWatchers ,,Neutral
315, Motomom128302 Im fucking pissed off this morning Have you learned nothing Canada Newbies running for CPC party leader and you are p,fucking,Negative
316,TrumpDetester Dcl60 And even more disturbing that we Canada have health care professionals that travel daily ,disturbing,Negative
317, stephie2568 SGirardau TheSpec Canada most definitely needs a dramatic change  of government And that doesnt mean a lighter shade,lighter,Positive
318, ArondonFT Canad est recibiendo una pizca del bloqueo estadounidense que ellos tanto apoyan cuando se trata de Venezuela,,Neutral
319,Liberals made it legal for illegals to enter Canada especially sick ones  Google Order in Council 185  Order in ,sick,Negative
320,Evergold Corp is pleased to announce that it has received a multiyear drill permit for its whollyowned Golden Li ,pleased,Positive
321,brittweets2 EnactusCanada I dont know that I could pick just one I think having the environment to try things ,,Neutral
322, mbueckert Its clich by now to point this out but if Wisconsin was a Latin American country the US would be threatening invasion and,threatening,Negative
323, WOLFSDORF Looking for Canadian immigration news Look no further WR has published a report on the latest policy updates Hot topics i,,Neutral
324, chevymo Hey Canada  Who do you trust,trust,Positive
325,No doubt most if not all of you have adjusted to a new temporary way of working Whats working well for you Any best practices RL,"best,well,doubt",Positive
326,TSNDaveNaylor CFLNews CFL The season should always start on Canada Day anyway,,Neutral
327, fedurante 0302  Coria do Sul Taiwan Hong Kong Thailand EUA MAcau Singapura Frana Nepal Vietnam Malasia Australia Canad,,Neutral
328, JamesCarville If youre not outraged you should be Listen to politicswarroom with me and AlHuntDC talking to shribmanPG about the,outraged,Negative
329, marthavanberkel We are looking for a Demand Gen Mgr schemaapptool Seems like I know some of the best SEOs in the world do any of yo,"best,like",Positive
330,FaraaahKhan TarekFatah GeetaMohan DanishKaneria61 husainhaqqani BushraGohar johnaustin47 MinhazMerchant ,,Neutral
331, Linny306Linda I am sending emails repeatedly to news outlets in Canada as to why reporters are afraid of Trudeau Why is he  hiding,afraid,Negative
332,PM Justin Trudeau Canada has ordered millions of personal protective and medical equipment products from Canadia ,protective,Positive
333,CBCNews What in the hell are you printing CBC Can you imagine Canada in the same situation as the US Thats wher ,hell,Negative
334,With the Midwestern state ignoring calls to postpone the primary over health fears many Wisconsinites are being fo ,fears,Negative
335, LeonardRoxon Go to 430 mark for Order signed by POTUS Sharing 3M supplies with Canada amp MexicoBut MSM protecting Trudeaus BS amp w,,Neutral
336, hackerFiscalia Si usted vive en Canada desde HOY podra aplicar para el Beneficio de respuesta de emergencia de Canad CERB con Canad,,Neutral
337,HarmerDan So you want Canada to be dependent on foreign oil and gasOnly a Liberal could be so denseOne thing w ,,Neutral
338, CBCNews Respiratory therapists will be caring for the sickest of COVID19s victims One who was supposed to retire March 31 went back,,Neutral
339,MakahouCanada ,,Neutral
340, GABRIELJFGD Qui contrle les frontires au CanadaRponse  Le FdralQui na pas ferm les frontires au dbut de la COVID19Rpo,,Neutral
341, freespeechjedi BillAlberta NTVNewsNL DavidSalterNTV good point but youre from Alberta  Americans dont have the same Quota syst,good,Positive
342, Puglaas Deep gratitude and respect to each amp every healthcare worker amp their support systems for your tireless work to keep us safe,"gratitude,respect,safe,support,work",Positive
343, cspotweet Trudeau says Canada also expects 500000 masks from 3M on Wednesday which will get to workers ASAP,,Neutral
344, trickyniki TD bank in Canada has cut interests rates in half to help with coronavirus related economy woes TD bank in America basical,interests,Positive
345, Frajud12 ShirtCanadian amriana Paper pulp isnt for N95 mask made out of nonwoven polypropylene It can be made in Canada though,,Neutral
346,CBCNews Ginormous Grain of salt that clown is the same one who started  a new political group with these two clow ,,Neutral
347, baystnews VassyKapelos Never doubted Canadian ingenuity  It is time to go allin on Made in Canada Our suppliers our workers and,ingenuity,Positive
348, QasimRashid Citizens who lost health coverage in past 2 weeks due to economic collapseUSA 3500000Australia 0Belgium 0Canada 0,lost,Negative
349, downtownrob88 Corona deathsUS 10525Canada 29336x more deaths 86x populationYes lets fire Dr Tam  Lets secondguess th,,Neutral
